interaction_id,location,time_of_day,weather
2740,Chicago,Evening,Cloudy
2741,Houston,Evening,Snowy
2742,Houston,Night,Sunny
2743,Houston,Evening,Rainy
2744,Houston,Afternoon,Rainy
2745,Houston,Night,Sunny
2746,San Francisco,Afternoon,Rainy
2747,Houston,Afternoon,Cloudy
2748,San Francisco,Night,Cloudy
2749,Chicago,Night,Cloudy
2750,New York,Night,Rainy
2751,Los Angeles,Evening,Cloudy
2752,Los Angeles,Night,Sunny
2753,San Francisco,Morning,Rainy
2754,San Francisco,Afternoon,Sunny
2755,Chicago,Morning,Snowy
2756,Houston,Morning,Rainy
2757,Los Angeles,Evening,Cloudy
2758,San Francisco,Afternoon,Sunny
2759,San Francisco,Morning,Rainy
2760,Houston,Afternoon,Rainy
2761,San Francisco,Afternoon,Rainy
2762,Chicago,Morning,Sunny
2763,Chicago,Night,Sunny
2764,Houston,Afternoon,Cloudy
2765,San Francisco,Night,Rainy
2766,Los Angeles,Morning,Rainy
2767,Chicago,Afternoon,Sunny
2768,San Francisco,Evening,Sunny
2769,Chicago,Morning,Sunny
2770,Houston,Night,Snowy
2771,Chicago,Evening,Sunny
2772,Chicago,Morning,Snowy
2773,Chicago,Morning,Sunny
2774,Chicago,Afternoon,Cloudy
2775,San Francisco,Evening,Snowy
2776,Houston,Afternoon,Rainy
2777,Los Angeles,Night,Rainy
2778,Los Angeles,Night,Cloudy
2779,San Francisco,Night,Rainy
2780,San Francisco,Morning,Snowy
2781,New York,Evening,Snowy
2782,New York,Afternoon,Cloudy
2783,Houston,Morning,Snowy
2784,Houston,Afternoon,Cloudy
2785,San Francisco,Afternoon,Cloudy
2786,Los Angeles,Evening,Snowy
2787,San Francisco,Evening,Cloudy
2788,Houston,Night,Rainy
2789,New York,Night,Rainy
2790,Los Angeles,Night,Snowy
2791,Chicago,Morning,Rainy
2792,Chicago,Morning,Cloudy
2793,Chicago,Evening,Cloudy
2794,Los Angeles,Night,Sunny
2795,Los Angeles,Morning,Snowy
2796,Chicago,Night,Rainy
2797,New York,Night,Rainy
2798,San Francisco,Afternoon,Rainy
2799,New York,Morning,Snowy
2800,Los Angeles,Morning,Rainy
2801,Los Angeles,Morning,Rainy
2802,San Francisco,Evening,Sunny
2803,Houston,Afternoon,Rainy
2804,New York,Night,Snowy
2805,San Francisco,Morning,Sunny
2806,Houston,Morning,Rainy
2807,Los Angeles,Morning,Sunny
2808,Chicago,Night,Snowy
2809,Chicago,Night,Rainy
2810,San Francisco,Afternoon,Sunny
2811,Los Angeles,Night,Cloudy
2812,New York,Afternoon,Snowy
2813,New York,Morning,Cloudy
2814,Chicago,Afternoon,Cloudy
2815,Los Angeles,Morning,Cloudy
2816,Houston,Morning,Rainy
2817,Houston,Morning,Rainy
2818,Los Angeles,Morning,Sunny
2819,Los Angeles,Evening,Sunny
2820,Los Angeles,Morning,Rainy
2821,Houston,Evening,Snowy
2822,San Francisco,Evening,Cloudy
2823,San Francisco,Morning,Sunny
2824,Chicago,Morning,Cloudy
2825,Los Angeles,Night,Snowy
2826,San Francisco,Morning,Cloudy
2827,San Francisco,Evening,Sunny
2828,New York,Morning,Sunny
2829,San Francisco,Afternoon,Snowy
2830,New York,Night,Sunny
2831,Chicago,Evening,Sunny
2832,San Francisco,Afternoon,Sunny
2833,Houston,Morning,Sunny
2834,Los Angeles,Morning,Cloudy
2835,New York,Morning,Cloudy
2836,Houston,Evening,Snowy
2837,New York,Morning,Snowy
2838,San Francisco,Night,Snowy
2839,New York,Afternoon,Sunny
2840,New York,Evening,Rainy
2841,Houston,Morning,Cloudy
2842,Los Angeles,Afternoon,Snowy
2843,Los Angeles,Morning,Cloudy
2844,Los Angeles,Afternoon,Sunny
2845,Houston,Afternoon,Snowy
2846,San Francisco,Afternoon,Cloudy
2847,Los Angeles,Afternoon,Cloudy
2848,San Francisco,Afternoon,Snowy
2849,Houston,Morning,Snowy
2850,Los Angeles,Evening,Sunny
2851,Los Angeles,Morning,Cloudy
2852,Houston,Night,Snowy
2853,Los Angeles,Afternoon,Sunny
2854,New York,Morning,Cloudy
2855,New York,Afternoon,Cloudy
2856,Chicago,Morning,Snowy
2857,Chicago,Night,Cloudy
2858,Chicago,Night,Sunny
2859,New York,Morning,Rainy
2860,Houston,Morning,Cloudy
2861,Chicago,Evening,Snowy
2862,San Francisco,Evening,Cloudy
2863,Chicago,Evening,Sunny
2864,San Francisco,Night,Sunny
2865,Chicago,Evening,Snowy
2866,San Francisco,Evening,Snowy
2867,Los Angeles,Afternoon,Snowy
2868,New York,Morning,Rainy
2869,New York,Night,Rainy
2870,Houston,Night,Cloudy
2871,San Francisco,Evening,Sunny
2872,San Francisco,Night,Sunny
2873,Los Angeles,Evening,Cloudy
2874,Houston,Afternoon,Cloudy
2875,Los Angeles,Afternoon,Snowy
2876,San Francisco,Evening,Cloudy
2877,Houston,Afternoon,Cloudy
2878,Los Angeles,Afternoon,Sunny
2879,Chicago,Evening,Rainy
2880,San Francisco,Morning,Rainy
2881,Houston,Afternoon,Rainy
2882,Houston,Night,Cloudy
2883,New York,Night,Snowy
2884,Chicago,Night,Cloudy
2885,San Francisco,Morning,Sunny
2886,San Francisco,Evening,Cloudy
2887,Los Angeles,Morning,Snowy
2888,New York,Evening,Sunny
2889,Chicago,Morning,Sunny
2890,Los Angeles,Morning,Cloudy
2891,New York,Afternoon,Snowy
2892,San Francisco,Afternoon,Snowy
2893,San Francisco,Morning,Snowy
2894,Houston,Afternoon,Snowy
2895,Houston,Evening,Rainy
2896,San Francisco,Night,Snowy
2897,New York,Night,Snowy
2898,New York,Evening,Sunny
2899,Houston,Afternoon,Cloudy
2900,Chicago,Evening,Cloudy
2901,New York,Night,Sunny
2902,New York,Night,Snowy
2903,Houston,Afternoon,Cloudy
2904,Houston,Night,Cloudy
2905,Los Angeles,Evening,Cloudy
2906,San Francisco,Afternoon,Rainy
2907,Los Angeles,Evening,Rainy
2908,Los Angeles,Night,Snowy
2909,Los Angeles,Morning,Rainy
2910,San Francisco,Evening,Cloudy
2911,San Francisco,Night,Sunny
2912,New York,Morning,Snowy
2913,New York,Afternoon,Snowy
2914,Houston,Afternoon,Rainy
2915,Houston,Morning,Snowy
2916,Los Angeles,Evening,Cloudy
2917,San Francisco,Evening,Cloudy
2918,Houston,Morning,Rainy
2919,New York,Night,Rainy
2920,Los Angeles,Night,Snowy
2921,Houston,Night,Cloudy
2922,Los Angeles,Night,Rainy
2923,Houston,Evening,Sunny
2924,Houston,Morning,Sunny
2925,New York,Morning,Snowy
2926,San Francisco,Morning,Sunny
2927,Chicago,Afternoon,Cloudy
2928,Los Angeles,Morning,Snowy
2929,Los Angeles,Afternoon,Cloudy
2930,New York,Night,Rainy
2931,Chicago,Night,Snowy
2932,Houston,Afternoon,Cloudy
2933,San Francisco,Morning,Snowy
2934,Los Angeles,Afternoon,Cloudy
2935,San Francisco,Evening,Sunny
2936,Chicago,Afternoon,Cloudy
2937,New York,Morning,Rainy
2938,Los Angeles,Night,Rainy
2939,Los Angeles,Afternoon,Rainy
2940,Chicago,Afternoon,Rainy
2941,Los Angeles,Evening,Sunny
2942,Los Angeles,Night,Snowy
2943,San Francisco,Morning,Cloudy
2944,Los Angeles,Evening,Snowy
2945,New York,Afternoon,Snowy
2946,Los Angeles,Night,Rainy
2947,San Francisco,Night,Snowy
2948,Chicago,Afternoon,Snowy
2949,Los Angeles,Evening,Cloudy
2950,New York,Morning,Snowy
2951,New York,Evening,Cloudy
2952,Houston,Evening,Snowy
2953,San Francisco,Afternoon,Rainy
2954,Houston,Night,Rainy
2955,Chicago,Afternoon,Snowy
2956,Houston,Morning,Rainy
2957,San Francisco,Night,Sunny
2958,San Francisco,Afternoon,Cloudy
2959,San Francisco,Morning,Snowy
2960,Chicago,Afternoon,Cloudy
2961,Houston,Night,Rainy
2962,New York,Evening,Snowy
2963,New York,Night,Cloudy
2964,Houston,Night,Rainy
2965,Los Angeles,Afternoon,Rainy
2966,San Francisco,Morning,Cloudy
2967,Chicago,Night,Snowy
2968,San Francisco,Morning,Cloudy
2969,Chicago,Night,Cloudy
2970,San Francisco,Afternoon,Snowy
2971,Houston,Morning,Rainy
2972,New York,Evening,Snowy
2973,Houston,Evening,Rainy
2974,New York,Evening,Sunny
2975,Chicago,Afternoon,Sunny
2976,Los Angeles,Night,Snowy
2977,New York,Night,Cloudy
2978,Houston,Evening,Snowy
2979,Los Angeles,Afternoon,Snowy
2980,Los Angeles,Morning,Snowy
2981,Houston,Morning,Snowy
2982,Houston,Evening,Rainy
2983,San Francisco,Evening,Rainy
2984,San Francisco,Afternoon,Snowy
2985,San Francisco,Afternoon,Sunny
2986,New York,Evening,Cloudy
2987,San Francisco,Night,Rainy
2988,San Francisco,Night,Sunny
2989,Los Angeles,Morning,Sunny
2990,Los Angeles,Evening,Sunny
2991,Chicago,Morning,Rainy
2992,San Francisco,Evening,Sunny
2993,Chicago,Afternoon,Snowy
2994,Chicago,Evening,Snowy
2995,Houston,Afternoon,Cloudy
2996,Los Angeles,Afternoon,Cloudy
2997,Houston,Evening,Rainy
2998,New York,Afternoon,Rainy
2999,Los Angeles,Evening,Sunny
3000,Los Angeles,Afternoon,Rainy
3001,San Francisco,Evening,Rainy
3002,New York,Night,Sunny
3003,Los Angeles,Morning,Sunny
3004,Houston,Evening,Cloudy
3005,Chicago,Night,Cloudy
3006,New York,Morning,Cloudy
3007,San Francisco,Night,Snowy
3008,Chicago,Morning,Sunny
3009,Houston,Evening,Rainy
3010,New York,Evening,Cloudy
3011,Houston,Evening,Cloudy
3012,Chicago,Morning,Cloudy
3013,New York,Evening,Sunny
3014,San Francisco,Morning,Cloudy
3015,New York,Evening,Rainy
3016,San Francisco,Afternoon,Rainy
3017,Houston,Morning,Cloudy
3018,New York,Evening,Rainy
3019,Los Angeles,Night,Cloudy
3020,Houston,Morning,Sunny
3021,Houston,Evening,Rainy
3022,Los Angeles,Night,Cloudy
3023,Los Angeles,Night,Sunny
3024,San Francisco,Evening,Sunny
3025,Los Angeles,Morning,Rainy
3026,Houston,Night,Snowy
3027,Houston,Morning,Snowy
3028,Los Angeles,Afternoon,Snowy
3029,Houston,Morning,Cloudy
3030,Houston,Afternoon,Cloudy
3031,San Francisco,Afternoon,Cloudy
3032,Houston,Evening,Sunny
3033,New York,Night,Snowy
3034,Houston,Evening,Snowy
3035,San Francisco,Afternoon,Rainy
3036,Los Angeles,Night,Snowy
3037,New York,Evening,Rainy
3038,Chicago,Morning,Sunny
3039,New York,Night,Snowy
3040,Chicago,Morning,Cloudy
3041,Houston,Evening,Sunny
3042,New York,Evening,Rainy
3043,San Francisco,Morning,Cloudy
3044,Chicago,Night,Cloudy
3045,Los Angeles,Afternoon,Snowy
3046,San Francisco,Morning,Snowy
3047,New York,Evening,Cloudy
3048,San Francisco,Morning,Rainy
3049,Chicago,Morning,Sunny
3050,San Francisco,Evening,Rainy
3051,New York,Evening,Rainy
3052,Los Angeles,Night,Cloudy
3053,Los Angeles,Night,Snowy
3054,New York,Night,Sunny
3055,San Francisco,Evening,Rainy
3056,San Francisco,Afternoon,Snowy
3057,Houston,Morning,Cloudy
3058,Houston,Night,Sunny
3059,Chicago,Night,Rainy
3060,Houston,Evening,Snowy
3061,Chicago,Night,Snowy
3062,San Francisco,Morning,Cloudy
3063,Houston,Morning,Rainy
3064,Chicago,Morning,Snowy
3065,San Francisco,Afternoon,Sunny
3066,Los Angeles,Evening,Snowy
3067,Los Angeles,Evening,Sunny
3068,San Francisco,Evening,Cloudy
3069,Houston,Evening,Sunny
3070,San Francisco,Evening,Sunny
3071,Chicago,Night,Cloudy
3072,Los Angeles,Morning,Rainy
3073,Chicago,Evening,Snowy
3074,San Francisco,Evening,Cloudy
3075,San Francisco,Night,Snowy
3076,Houston,Afternoon,Sunny
3077,New York,Afternoon,Sunny
3078,Los Angeles,Night,Snowy
3079,New York,Night,Cloudy
3080,Los Angeles,Afternoon,Rainy
3081,San Francisco,Afternoon,Cloudy
3082,Chicago,Morning,Cloudy
3083,San Francisco,Afternoon,Sunny
3084,Chicago,Evening,Sunny
3085,San Francisco,Evening,Snowy
3086,San Francisco,Afternoon,Rainy
3087,New York,Morning,Rainy
3088,Houston,Evening,Rainy
3089,Chicago,Night,Rainy
3090,San Francisco,Morning,Rainy
3091,New York,Night,Sunny
3092,San Francisco,Afternoon,Sunny
3093,San Francisco,Night,Snowy
3094,New York,Morning,Sunny
3095,Los Angeles,Night,Sunny
3096,Houston,Afternoon,Cloudy
3097,San Francisco,Night,Cloudy
3098,New York,Night,Sunny
3099,Los Angeles,Night,Sunny
3100,Los Angeles,Evening,Rainy
3101,Los Angeles,Evening,Snowy
3102,New York,Night,Snowy
3103,San Francisco,Morning,Sunny
3104,New York,Morning,Snowy
3105,San Francisco,Evening,Rainy
3106,Los Angeles,Morning,Rainy
3107,Chicago,Afternoon,Rainy
3108,San Francisco,Evening,Sunny
3109,New York,Night,Rainy
3110,Los Angeles,Afternoon,Sunny
3111,New York,Afternoon,Rainy
3112,San Francisco,Morning,Sunny
3113,Chicago,Evening,Cloudy
3114,San Francisco,Afternoon,Rainy
3115,New York,Afternoon,Rainy
3116,San Francisco,Evening,Cloudy
3117,Houston,Night,Sunny
3118,Los Angeles,Morning,Snowy
3119,Houston,Morning,Snowy
3120,Houston,Morning,Rainy
3121,Los Angeles,Night,Sunny
3122,Houston,Night,Snowy
3123,Houston,Morning,Cloudy
3124,New York,Night,Rainy
3125,New York,Afternoon,Sunny
3126,Chicago,Evening,Snowy
3127,San Francisco,Afternoon,Rainy
3128,Houston,Afternoon,Rainy
3129,Los Angeles,Morning,Cloudy
3130,San Francisco,Evening,Sunny
3131,San Francisco,Evening,Cloudy
3132,Los Angeles,Afternoon,Cloudy
3133,San Francisco,Evening,Cloudy
3134,San Francisco,Afternoon,Rainy
3135,Los Angeles,Evening,Snowy
3136,New York,Night,Cloudy
3137,Chicago,Evening,Snowy
3138,Houston,Night,Sunny
3139,Los Angeles,Afternoon,Cloudy
3140,Los Angeles,Evening,Snowy
3141,New York,Morning,Cloudy
3142,New York,Evening,Snowy
3143,San Francisco,Morning,Sunny
3144,Houston,Night,Sunny
3145,San Francisco,Night,Cloudy
3146,New York,Evening,Cloudy
3147,San Francisco,Evening,Cloudy
3148,San Francisco,Evening,Snowy
3149,Los Angeles,Evening,Snowy
3150,San Francisco,Night,Cloudy
3151,New York,Night,Rainy
3152,Houston,Evening,Rainy
3153,San Francisco,Morning,Rainy
3154,Los Angeles,Morning,Snowy
3155,San Francisco,Afternoon,Rainy
3156,New York,Evening,Rainy
3157,Los Angeles,Afternoon,Sunny
3158,Houston,Afternoon,Rainy
3159,Houston,Morning,Cloudy
3160,New York,Morning,Cloudy
3161,Chicago,Night,Rainy
3162,Houston,Afternoon,Sunny
3163,Los Angeles,Night,Sunny
3164,Houston,Evening,Cloudy
3165,Houston,Morning,Snowy
3166,San Francisco,Morning,Sunny
3167,New York,Evening,Rainy
3168,Chicago,Morning,Cloudy
3169,Los Angeles,Evening,Rainy
3170,Chicago,Evening,Snowy
3171,New York,Afternoon,Rainy
3172,Los Angeles,Afternoon,Snowy
3173,Los Angeles,Night,Cloudy
3174,Los Angeles,Morning,Cloudy
3175,New York,Night,Snowy
3176,San Francisco,Morning,Snowy
3177,Houston,Afternoon,Sunny
3178,Los Angeles,Evening,Cloudy
3179,Houston,Night,Rainy
3180,New York,Evening,Sunny
3181,Houston,Morning,Cloudy
3182,Los Angeles,Afternoon,Sunny
3183,San Francisco,Morning,Cloudy
3184,Los Angeles,Afternoon,Cloudy
3185,Houston,Evening,Rainy
3186,Houston,Night,Cloudy
3187,New York,Evening,Sunny
3188,Chicago,Morning,Sunny
3189,Chicago,Afternoon,Sunny
3190,Chicago,Afternoon,Sunny
3191,New York,Morning,Cloudy
3192,San Francisco,Evening,Sunny
3193,Chicago,Evening,Rainy
3194,Los Angeles,Night,Sunny
3195,Houston,Morning,Cloudy
3196,San Francisco,Morning,Sunny
3197,Chicago,Night,Snowy
3198,Chicago,Morning,Sunny
3199,New York,Evening,Cloudy
3200,Chicago,Afternoon,Sunny
3201,San Francisco,Night,Snowy
3202,Los Angeles,Evening,Snowy
3203,Houston,Morning,Cloudy
3204,Houston,Evening,Sunny
3205,Chicago,Morning,Rainy
3206,Chicago,Night,Snowy
3207,Los Angeles,Morning,Snowy
3208,Chicago,Night,Snowy
3209,Houston,Night,Rainy
3210,San Francisco,Afternoon,Cloudy
3211,Chicago,Afternoon,Snowy
3212,Los Angeles,Night,Rainy
3213,Houston,Afternoon,Snowy
3214,Chicago,Night,Cloudy
3215,Los Angeles,Evening,Rainy
3216,Houston,Evening,Snowy
3217,New York,Evening,Sunny
3218,San Francisco,Afternoon,Sunny
3219,Los Angeles,Morning,Rainy
3220,Houston,Afternoon,Snowy
3221,Los Angeles,Evening,Rainy
3222,San Francisco,Morning,Rainy
3223,New York,Morning,Sunny
3224,Chicago,Afternoon,Rainy
3225,Los Angeles,Morning,Snowy
3226,Chicago,Evening,Cloudy
3227,Los Angeles,Morning,Sunny
3228,Houston,Afternoon,Rainy
3229,New York,Evening,Sunny
3230,San Francisco,Morning,Cloudy
3231,Los Angeles,Evening,Cloudy
3232,San Francisco,Evening,Snowy
3233,Los Angeles,Night,Snowy
3234,New York,Morning,Snowy
3235,Los Angeles,Evening,Snowy
3236,Houston,Morning,Cloudy
3237,Chicago,Night,Cloudy
3238,Los Angeles,Afternoon,Rainy
3239,Houston,Afternoon,Sunny
3240,Los Angeles,Afternoon,Rainy
3241,San Francisco,Morning,Cloudy
3242,Houston,Night,Snowy
3243,Los Angeles,Night,Sunny
3244,Los Angeles,Night,Rainy
3245,New York,Evening,Snowy
3246,Los Angeles,Night,Cloudy
3247,Chicago,Morning,Cloudy
3248,Los Angeles,Night,Snowy
3249,Chicago,Morning,Cloudy
3250,Houston,Evening,Snowy
3251,Houston,Afternoon,Snowy
3252,New York,Afternoon,Sunny
3253,Los Angeles,Night,Cloudy
3254,Los Angeles,Evening,Cloudy
3255,Houston,Evening,Sunny
3256,San Francisco,Morning,Rainy
3257,New York,Night,Sunny
3258,New York,Night,Snowy
3259,New York,Night,Rainy
3260,San Francisco,Morning,Snowy
3261,Houston,Morning,Snowy
3262,Los Angeles,Afternoon,Cloudy
3263,Chicago,Morning,Cloudy
3264,San Francisco,Night,Cloudy
3265,Houston,Afternoon,Snowy
3266,Chicago,Morning,Rainy
3267,San Francisco,Night,Rainy
3268,Los Angeles,Afternoon,Snowy
3269,Houston,Morning,Sunny
3270,Chicago,Night,Sunny
3271,San Francisco,Afternoon,Rainy
3272,Chicago,Afternoon,Sunny
3273,Houston,Morning,Cloudy
3274,New York,Evening,Sunny
3275,New York,Evening,Snowy
3276,Houston,Evening,Snowy
3277,New York,Night,Cloudy
3278,Chicago,Night,Rainy
3279,San Francisco,Night,Sunny
3280,Chicago,Evening,Cloudy
3281,Los Angeles,Morning,Sunny
3282,Los Angeles,Night,Sunny
3283,Chicago,Night,Rainy
3284,New York,Night,Snowy
3285,Chicago,Afternoon,Snowy
3286,Houston,Afternoon,Sunny
3287,New York,Evening,Snowy
3288,Chicago,Night,Cloudy
3289,New York,Morning,Rainy
3290,New York,Evening,Cloudy
3291,Houston,Afternoon,Sunny
3292,Houston,Evening,Cloudy
3293,Houston,Morning,Cloudy
3294,San Francisco,Night,Snowy
3295,New York,Night,Cloudy
3296,Chicago,Night,Cloudy
3297,Chicago,Afternoon,Sunny
3298,Los Angeles,Afternoon,Sunny
3299,Houston,Afternoon,Rainy
3300,Houston,Evening,Rainy
3301,Los Angeles,Afternoon,Cloudy
3302,Houston,Morning,Sunny
3303,San Francisco,Evening,Sunny
3304,San Francisco,Evening,Snowy
3305,New York,Morning,Sunny
3306,Los Angeles,Night,Cloudy
3307,Los Angeles,Morning,Snowy
3308,San Francisco,Evening,Snowy
3309,Houston,Evening,Cloudy
3310,New York,Evening,Sunny
3311,Houston,Night,Snowy
3312,Houston,Evening,Cloudy
3313,New York,Evening,Snowy
3314,Chicago,Evening,Snowy
3315,New York,Afternoon,Sunny
3316,Chicago,Evening,Snowy
3317,Los Angeles,Morning,Sunny
3318,Los Angeles,Night,Snowy
3319,San Francisco,Morning,Snowy
3320,New York,Night,Cloudy
3321,Chicago,Night,Rainy
3322,Houston,Night,Sunny
3323,Los Angeles,Morning,Cloudy
3324,Houston,Morning,Rainy
3325,Chicago,Night,Rainy
3326,New York,Afternoon,Sunny
3327,Chicago,Morning,Sunny
3328,San Francisco,Morning,Sunny
3329,Los Angeles,Evening,Sunny
3330,San Francisco,Evening,Sunny
3331,Los Angeles,Night,Snowy
3332,New York,Evening,Sunny
3333,Chicago,Night,Rainy
3334,Houston,Morning,Sunny
3335,San Francisco,Evening,Cloudy
3336,New York,Evening,Sunny
3337,Chicago,Night,Snowy
3338,San Francisco,Evening,Sunny
3339,Los Angeles,Night,Sunny
3340,Chicago,Morning,Rainy
3341,Los Angeles,Afternoon,Snowy
3342,Los Angeles,Afternoon,Cloudy
3343,Los Angeles,Afternoon,Snowy
3344,New York,Evening,Sunny
3345,New York,Evening,Snowy
3346,San Francisco,Afternoon,Snowy
3347,Los Angeles,Morning,Cloudy
3348,Houston,Afternoon,Sunny
3349,Houston,Afternoon,Sunny
3350,New York,Afternoon,Cloudy
3351,Los Angeles,Afternoon,Rainy
3352,Houston,Morning,Snowy
3353,San Francisco,Night,Cloudy
3354,Chicago,Morning,Snowy
3355,New York,Afternoon,Snowy
3356,Houston,Afternoon,Cloudy
3357,San Francisco,Night,Rainy
3358,San Francisco,Evening,Rainy
3359,Houston,Morning,Sunny
3360,Houston,Afternoon,Rainy
3361,Houston,Night,Snowy
3362,Houston,Night,Sunny
3363,San Francisco,Morning,Rainy
3364,New York,Afternoon,Rainy
3365,Houston,Night,Cloudy
3366,Los Angeles,Night,Cloudy
3367,Houston,Evening,Rainy
3368,Chicago,Night,Snowy
3369,San Francisco,Night,Cloudy
3370,Los Angeles,Evening,Cloudy
3371,New York,Night,Cloudy
3372,New York,Evening,Rainy
3373,Chicago,Morning,Snowy
3374,Los Angeles,Afternoon,Sunny
3375,New York,Morning,Cloudy
3376,Chicago,Afternoon,Snowy
3377,Chicago,Night,Cloudy
3378,Houston,Evening,Cloudy
3379,New York,Afternoon,Sunny
3380,San Francisco,Night,Sunny
3381,Los Angeles,Afternoon,Cloudy
3382,San Francisco,Evening,Rainy
3383,Houston,Afternoon,Rainy
3384,San Francisco,Morning,Rainy
3385,New York,Night,Snowy
3386,New York,Evening,Sunny
3387,San Francisco,Morning,Cloudy
3388,Los Angeles,Evening,Rainy
3389,New York,Evening,Cloudy
3390,Los Angeles,Evening,Snowy
3391,Los Angeles,Morning,Snowy
3392,San Francisco,Morning,Snowy
3393,San Francisco,Morning,Cloudy
3394,New York,Evening,Snowy
3395,Chicago,Afternoon,Sunny
3396,Houston,Afternoon,Cloudy
3397,San Francisco,Night,Cloudy
3398,Chicago,Night,Cloudy
3399,Chicago,Afternoon,Sunny
3400,Chicago,Night,Snowy
3401,San Francisco,Morning,Cloudy
3402,San Francisco,Morning,Snowy
3403,Los Angeles,Evening,Sunny
3404,Chicago,Evening,Snowy
3405,Los Angeles,Evening,Sunny
3406,Los Angeles,Night,Cloudy
3407,San Francisco,Night,Rainy
3408,Chicago,Evening,Cloudy
3409,Houston,Night,Snowy
3410,New York,Evening,Sunny
3411,Houston,Morning,Snowy
3412,San Francisco,Morning,Rainy
3413,New York,Morning,Snowy
3414,Houston,Evening,Cloudy
3415,San Francisco,Afternoon,Snowy
3416,Houston,Morning,Rainy
3417,New York,Afternoon,Snowy
3418,San Francisco,Afternoon,Rainy
3419,Chicago,Morning,Rainy
3420,Chicago,Night,Snowy
3421,New York,Evening,Sunny
3422,Houston,Afternoon,Cloudy
3423,San Francisco,Morning,Sunny
3424,Los Angeles,Evening,Rainy
3425,San Francisco,Afternoon,Rainy
3426,Los Angeles,Night,Snowy
3427,Los Angeles,Morning,Snowy
3428,Houston,Morning,Cloudy
3429,Chicago,Afternoon,Snowy
3430,Chicago,Afternoon,Rainy
3431,Chicago,Afternoon,Rainy
3432,Houston,Evening,Sunny
3433,Chicago,Evening,Sunny
3434,Los Angeles,Afternoon,Sunny
3435,San Francisco,Evening,Snowy
3436,Los Angeles,Night,Snowy
3437,Houston,Evening,Cloudy
3438,San Francisco,Afternoon,Snowy
3439,New York,Night,Cloudy
3440,Los Angeles,Night,Sunny
3441,Los Angeles,Evening,Sunny
3442,Chicago,Morning,Sunny
3443,New York,Morning,Cloudy
3444,Chicago,Morning,Cloudy
3445,Chicago,Afternoon,Cloudy
3446,Chicago,Evening,Snowy
3447,Chicago,Afternoon,Sunny
3448,Chicago,Afternoon,Cloudy
3449,New York,Afternoon,Sunny
3450,New York,Night,Cloudy
3451,Chicago,Morning,Sunny
3452,Los Angeles,Morning,Rainy
3453,Houston,Evening,Sunny
3454,Los Angeles,Afternoon,Sunny
3455,Chicago,Evening,Rainy
3456,Chicago,Night,Rainy
3457,Los Angeles,Morning,Cloudy
3458,Houston,Afternoon,Snowy
3459,Houston,Afternoon,Rainy
3460,Los Angeles,Morning,Rainy
3461,Los Angeles,Evening,Snowy
3462,Houston,Night,Sunny
3463,New York,Evening,Sunny
3464,New York,Afternoon,Rainy
3465,Los Angeles,Night,Sunny
3466,San Francisco,Night,Rainy
3467,Los Angeles,Morning,Rainy
3468,San Francisco,Morning,Sunny
3469,Los Angeles,Night,Sunny
3470,Los Angeles,Night,Rainy
3471,San Francisco,Night,Sunny
3472,Los Angeles,Evening,Snowy
3473,San Francisco,Night,Sunny
3474,New York,Afternoon,Snowy
3475,Chicago,Morning,Cloudy
3476,Los Angeles,Morning,Cloudy
3477,Houston,Evening,Cloudy
3478,San Francisco,Night,Cloudy
3479,Chicago,Morning,Snowy
3480,Chicago,Morning,Cloudy
3481,Houston,Morning,Snowy
3482,Chicago,Morning,Rainy
3483,Houston,Night,Snowy
3484,Houston,Night,Sunny
3485,New York,Afternoon,Cloudy
3486,Houston,Evening,Cloudy
3487,Chicago,Afternoon,Snowy
3488,Los Angeles,Evening,Sunny
3489,New York,Night,Cloudy
3490,San Francisco,Evening,Cloudy
3491,Los Angeles,Night,Rainy
3492,Chicago,Evening,Cloudy
3493,New York,Afternoon,Snowy
3494,Houston,Morning,Rainy
3495,Los Angeles,Morning,Rainy
3496,Los Angeles,Night,Cloudy
3497,Chicago,Night,Sunny
3498,Los Angeles,Evening,Snowy
3499,New York,Evening,Snowy
3500,Houston,Evening,Snowy
3501,San Francisco,Morning,Cloudy
3502,Los Angeles,Morning,Rainy
3503,New York,Afternoon,Cloudy
3504,New York,Morning,Snowy
3505,San Francisco,Afternoon,Snowy
3506,New York,Morning,Cloudy
3507,Houston,Morning,Snowy
3508,Houston,Afternoon,Cloudy
3509,New York,Evening,Snowy
3510,Chicago,Evening,Sunny
3511,San Francisco,Evening,Sunny
3512,Chicago,Afternoon,Sunny
3513,Houston,Night,Snowy
3514,Chicago,Morning,Sunny
3515,San Francisco,Morning,Snowy
3516,Chicago,Afternoon,Sunny
3517,San Francisco,Afternoon,Sunny
3518,Houston,Morning,Rainy
3519,Los Angeles,Morning,Sunny
3520,Los Angeles,Afternoon,Sunny
3521,Chicago,Morning,Snowy
3522,Chicago,Evening,Cloudy
3523,San Francisco,Afternoon,Sunny
3524,Houston,Morning,Sunny
3525,Los Angeles,Morning,Cloudy
3526,San Francisco,Evening,Sunny
3527,San Francisco,Evening,Snowy
3528,Chicago,Evening,Cloudy
3529,San Francisco,Evening,Sunny
3530,Chicago,Night,Sunny
3531,Houston,Morning,Cloudy
3532,Los Angeles,Evening,Snowy
3533,New York,Night,Snowy
3534,Chicago,Evening,Cloudy
